Sample_name	File_name	Target	Replicates
TCGA-FU-A23L-01A-11R-A16R-07		Cervical squamous cell carcinoma	
TCGA-VS-A9UC-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-C5-A8XI-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-FU-A3TX-01A-11R-A22U-07		Cervical squamous cell carcinoma	
TCGA-MA-AA3X-01A-22R-A42S-07		Cervical squamous cell carcinoma	
TCGA-DR-A0ZM-01A-12R-A10U-07		Cervical squamous cell carcinoma	
TCGA-DR-A0ZL-01A-11R-A10U-07		Cervical squamous cell carcinoma	
TCGA-LP-A4AX-01A-12R-A24H-07		Cervical squamous cell carcinoma	
TCGA-VS-A9UY-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-MU-A5YI-01A-11R-A32P-07		Cervical squamous cell carcinoma	
TCGA-C5-A7CO-01A-11R-A352-07		Cervical squamous cell carcinoma	
TCGA-EA-A97N-01A-11R-A38B-07		Cervical squamous cell carcinoma	
TCGA-C5-A2LZ-01A-11R-A213-07		Cervical squamous cell carcinoma	
TCGA-C5-A1MN-01A-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-C5-A8YT-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-IR-A3LL-01A-11R-A213-07		Cervical squamous cell carcinoma	
TCGA-C5-A3HD-01B-11R-A213-07		Cervical squamous cell carcinoma	
TCGA-C5-A1MK-01A-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-RA-A741-01A-11R-A33Z-07		Cervical squamous cell carcinoma	
TCGA-EA-A411-01A-11R-A24H-07		Cervical squamous cell carcinoma	
TCGA-EA-A3QD-01A-32R-A22U-07		Cervical squamous cell carcinoma	
TCGA-VS-A9V3-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-VS-A9V2-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-VS-A8QM-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-DS-A1OD-01A-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-DS-A5RQ-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-EK-A2RJ-01A-11R-A18M-07		Cervical squamous cell carcinoma	
TCGA-DS-A0VL-01A-21R-A10U-07		Cervical squamous cell carcinoma	
TCGA-C5-A2LY-01A-31R-A18M-07		Cervical squamous cell carcinoma	
TCGA-BI-A0VS-01A-11R-A10U-07		Cervical squamous cell carcinoma	
TCGA-DS-A0VK-01A-21R-A10U-07		Cervical squamous cell carcinoma	
TCGA-EK-A2GZ-01A-11R-A180-07		Cervical squamous cell carcinoma	
TCGA-C5-A2LV-01A-11R-A18M-07		Cervical squamous cell carcinoma	
TCGA-C5-A7XC-01A-11R-A38B-07		Cervical squamous cell carcinoma	
TCGA-C5-A1BM-01A-11R-A13Y-07		Cervical squamous cell carcinoma	
TCGA-FU-A5XV-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-VS-A9UV-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-EA-A5ZF-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-VS-A8QA-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-BI-A20A-01A-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-C5-A7CG-01A-11R-A32P-07		Cervical squamous cell carcinoma	
TCGA-EX-A8YF-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-FU-A3TQ-01A-11R-A22U-07		Cervical squamous cell carcinoma	
TCGA-MA-AA3Z-01A-11R-A38B-07		Cervical squamous cell carcinoma	
TCGA-UC-A7PG-06A-11R-A42S-07		Cervical squamous cell carcinoma	
TCGA-VS-A8EI-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-VS-A8EL-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-JW-A5VG-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-Q1-A5R3-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-EX-A1H5-01A-31R-A13Y-07		Cervical squamous cell carcinoma	
TCGA-C5-A1MI-01A-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-IR-A3L7-01A-21R-A213-07		Cervical squamous cell carcinoma	
TCGA-C5-A907-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-C5-A1MP-01A-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-C5-A1BN-01B-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-EA-A44S-01A-12R-A26T-07		Cervical squamous cell carcinoma	
TCGA-C5-A8XJ-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-C5-A1M6-01A-11R-A13Y-07		Cervical squamous cell carcinoma	
TCGA-VS-A957-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-EK-A2PG-01A-11R-A18M-07		Cervical squamous cell carcinoma	
TCGA-HM-A3JK-01A-11R-A32Y-07		Cervical squamous cell carcinoma	
TCGA-VS-A8EH-01A-11R-A36F-07		Cervical squamous cell carcinoma	
TCGA-DG-A2KK-01A-11R-A180-07		Cervical squamous cell carcinoma	
TCGA-VS-A94X-01A-11R-A38B-07		Cervical squamous cell carcinoma	
TCGA-FU-A3WB-01A-11R-A22U-07		Cervical squamous cell carcinoma	
TCGA-MA-AA42-01A-12R-A38B-07		Cervical squamous cell carcinoma	
TCGA-VS-AA62-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-VS-A950-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-C5-A1BI-01B-11R-A13Y-07		Cervical squamous cell carcinoma	
TCGA-MY-A5BE-01A-21R-A26T-07		Cervical squamous cell carcinoma	
TCGA-DS-A1OB-01A-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-EA-A3HT-01A-61R-A21T-07		Cervical squamous cell carcinoma	
TCGA-VS-A9UM-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-Q1-A5R2-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-EA-A78R-01A-11R-A32P-07		Cervical squamous cell carcinoma	
TCGA-MA-AA3W-01A-11R-A38B-07		Cervical squamous cell carcinoma	
TCGA-EA-A5ZD-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-EA-A5O9-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-VS-A8QC-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-C5-A1M5-01A-11R-A13Y-07		Cervical squamous cell carcinoma	
TCGA-C5-A1ML-01A-11R-A14Y-07		Cervical squamous cell carcinoma	
TCGA-VS-A8EK-01A-12R-A37O-07		Cervical squamous cell carcinoma	
TCGA-EK-A2RC-01A-11R-A18M-07		Cervical squamous cell carcinoma	
TCGA-VS-A9U7-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-C5-A1M8-01A-21R-A13Y-07		Cervical squamous cell carcinoma	
TCGA-VS-A8EC-01A-11R-A36F-07		Cervical squamous cell carcinoma	
TCGA-C5-A7UH-01A-11R-A352-07		Cervical squamous cell carcinoma	
TCGA-JW-A5VL-01A-11R-A28H-07		Cervical squamous cell carcinoma	
TCGA-VS-A954-01A-11R-A38B-07		Cervical squamous cell carcinoma	
TCGA-VS-A9UI-01A-11R-A42T-07		Cervical squamous cell carcinoma	
TCGA-C5-A902-01A-11R-A37O-07		Cervical squamous cell carcinoma	
TCGA-VS-A94Y-01A-11R-A38B-07		Cervical squamous cell carcinoma	
TCGA-JW-A852-01A-11R-A352-07		Cervical squamous cell carcinoma	
TCGA-C5-A0TN-01A-21R-A14Y-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-EK-A2H0-01A-11R-A180-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-LP-A4AW-01A-11R-A24H-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-ZJ-AB0I-01A-11R-A42T-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-ZJ-A8QR-01A-11R-A37O-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-C5-A3HL-01A-11R-A213-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-FU-A3NI-01A-11R-A21T-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-MY-A5BF-01A-11R-A26T-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-C5-A2LT-01A-11R-A18M-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-FU-A2QG-01A-11R-A18M-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-LP-A4AV-01A-11R-A32Y-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-C5-A7CJ-01A-11R-A32P-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-C5-A8ZZ-01A-11R-A37O-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-JX-A3PZ-01A-11R-A32Y-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-JX-A5QV-01A-22R-A28H-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-EK-A2RN-01A-12R-A213-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-C5-A1BQ-01C-11R-A213-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-EK-A3GJ-01A-21R-A213-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-DG-A2KL-01A-11R-A180-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-ZJ-AAXJ-01A-11R-A42T-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-EK-A2IR-01A-11R-A180-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-ZJ-AAXF-01A-31R-A42T-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-Q1-A73Q-01A-21R-A32P-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-UC-A7PD-01A-11R-A352-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-MA-AA3Y-01A-11R-A38B-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-C5-A7X5-01A-11R-A36F-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-EK-A2RE-01A-11R-A18M-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-EA-A43B-01A-81R-A32Y-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-EK-A2PM-01A-11R-A18M-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-C5-A901-01A-11R-A37O-07		Cervical squamous cell carcinoma (keratinising)	
TCGA-ZJ-AAXU-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-VS-A958-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2PI-01A-11R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-LP-A5U3-01A-11R-A28H-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2RK-01A-11R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2R8-01A-21R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-R2-A69V-01A-11R-A32P-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-AAXI-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-VS-A9U6-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-Q1-A6DT-01A-11R-A32P-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-C5-A7X3-01A-11R-A352-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-FU-A3HZ-01A-11R-A213-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-AAX4-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-XS-A8TJ-01A-11R-A36F-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EX-A69L-01A-11R-A32P-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-FU-A3HY-01A-11R-A21T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-AAXD-01A-21R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-C5-A8YR-01A-12R-A37O-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-MU-A51Y-01A-11R-A26T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-DG-A2KJ-01A-11R-A32Y-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-Q1-A6DW-01A-11R-A32P-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-C5-A7UI-01A-11R-A36F-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-PN-A8MA-01A-11R-A36F-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-AAXN-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2R7-01A-11R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-JW-A5VI-01A-11R-A28H-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-AAX8-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EA-A3QE-01A-21R-A21T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EA-A50E-01A-21R-A26T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EA-A1QT-01A-11R-A14Y-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-C5-A7UC-01A-11R-A352-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-AAXT-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-JW-AAVH-01A-11R-A38B-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-C5-A1BE-01B-11R-A13Y-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EA-A1QS-01A-61R-A22U-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-AAXA-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2H1-01A-11R-A180-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2RO-01A-11R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-DS-A7WI-01A-12R-A352-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-AB0H-01A-11R-A42T-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2R9-01A-11R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-A8QQ-01A-11R-A37O-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-Q1-A73O-01A-11R-A32P-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EX-A69M-01A-11R-A32P-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-MU-A8JM-01A-11R-A36F-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2RA-01A-11R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2PL-01A-11R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2IP-01A-11R-A180-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-ZJ-A8QO-01A-11R-A37O-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2PK-01A-11R-A18M-07		Cervical squamous cell carcinoma (nonkeratinising)	
TCGA-EK-A2RL-01A-11R-A18M-07		Endocervical adenocarcinoma	
TCGA-FU-A40J-01A-11R-A24H-07		Endocervical adenocarcinoma	
TCGA-Q1-A73R-01A-11R-A33Z-07		Endocervical adenocarcinoma	
TCGA-EX-A449-01A-11R-A32Y-07		Endocervical adenocarcinoma	
TCGA-EA-A4BA-01A-21R-A26T-07		Endocervical adenocarcinoma	
TCGA-C5-A7CM-01A-11R-A33Z-07		Endocervical adenocarcinoma	
TCGA-ZJ-AAXB-01A-11R-A42T-07		Endocervical adenocarcinoma	
TCGA-FU-A57G-01A-11R-A26T-07		Endocervical adenocarcinoma	
TCGA-IR-A3LB-01A-11R-A24H-07		Endocervical adenocarcinoma	
TCGA-C5-A2LS-01A-22R-A22U-07		Endocervical adenocarcinoma	
TCGA-JX-A3Q8-01A-11R-A21T-07		Endocervical adenocarcinoma	
TCGA-LP-A5U2-01A-11R-A28H-07		Endocervical adenocarcinoma	
TCGA-Q1-A73P-01A-11R-A32P-07		Endocervical adenocarcinoma	
TCGA-LP-A7HU-01A-11R-A33Z-07		Endocervical adenocarcinoma	
TCGA-EK-A3GK-01A-11R-A213-07		Endocervical adenocarcinoma	
TCGA-IR-A3LI-01A-11R-A32Y-07		Endocervical adenocarcinoma	
TCGA-IR-A3LF-01A-21R-A22U-07		Endocervical adenocarcinoma	
TCGA-JW-A69B-01A-11R-A32P-07		Endocervical adenocarcinoma	
TCGA-C5-A2M1-01A-11R-A18M-07		Endocervical adenocarcinoma	
TCGA-FU-A770-01A-11R-A33Z-07		Endocervical adenocarcinoma	
TCGA-EK-A3GM-01A-11R-A213-07		Endocervical adenocarcinoma	
TCGA-VS-A9UZ-01A-11R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-C5-A3HF-01A-11R-A213-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9V5-01A-11R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9UT-01A-11R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9UP-01A-11R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A8QH-01A-11R-A37O-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9V4-01A-12R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-Q1-A6DV-01A-11R-A32P-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9UO-01A-11R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9V1-01A-11R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9V0-01A-11R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9UR-01A-11R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-DS-A7WH-01A-22R-A352-07		Endocervical mucinous adenocarcinoma	
TCGA-C5-A7X8-01A-11R-A36F-07		Endocervical mucinous adenocarcinoma	
TCGA-Q1-A5R1-01A-11R-A28H-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A9UQ-01A-21R-A42T-07		Endocervical mucinous adenocarcinoma	
TCGA-VS-A952-01A-11R-A38B-07		Endocervical mucinous adenocarcinoma	
TCGA-HM-A3JJ-11A-12R-A21T-07		Normal (adjacent)	
TCGA-FU-A3EO-11A-13R-A213-07		Normal (adjacent)	
TCGA-MY-A5BF-11A-11R-A26T-07		Normal (adjacent)	
