Sample_name	Target
TCGA-2G-AAEW-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAEX-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAF1-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAF4-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAF6-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAF8-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAFG-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAFG-05A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAFH-01A-12R-A430-07	TGCT (TCGA)
TCGA-2G-AAFI-01A-21R-A430-07	TGCT (TCGA)
TCGA-2G-AAFJ-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAFL-01A-21R-A430-07	TGCT (TCGA)
TCGA-2G-AAFM-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAFN-01A-31R-A430-07	TGCT (TCGA)
TCGA-2G-AAFO-01A-31R-A430-07	TGCT (TCGA)
TCGA-2G-AAFV-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAFY-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAFZ-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAG0-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAG3-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAG5-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAG6-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAG7-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAG8-01A-31R-A430-07	TGCT (TCGA)
TCGA-2G-AAG9-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGA-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGC-01A-21R-A430-07	TGCT (TCGA)
TCGA-2G-AAGE-01A-21R-A430-07	TGCT (TCGA)
TCGA-2G-AAGF-01A-31R-A430-07	TGCT (TCGA)
TCGA-2G-AAGG-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGI-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGI-05A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGJ-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGK-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGM-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGN-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGO-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGP-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGS-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGT-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGV-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGW-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGX-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGY-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGY-05A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAGZ-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAH0-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAH2-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAH3-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAH4-01A-12R-A430-07	TGCT (TCGA)
TCGA-2G-AAH8-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAHA-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAHC-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAHG-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAHL-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAHN-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAHP-01A-12R-A430-07	TGCT (TCGA)
TCGA-2G-AAHP-05A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAHT-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAKD-01A-31R-A430-07	TGCT (TCGA)
TCGA-2G-AAKG-01A-11R-A430-07	TGCT (TCGA)
TCGA-2G-AAKG-05A-11R-A430-07	TGCT (TCGA)
