Sample_name	Target
TCGA-X7-A8D6-11A-22R-A42C-07	THYM (TCGA)
TCGA-X7-A8D7-11A-11R-A42C-07	THYM (TCGA)
TCGA-XU-AAXV-01A-11R-A42C-07	THYM (TCGA)
TCGA-3G-AB0O-01A-22R-A42C-07	THYM (TCGA)
TCGA-3G-AB14-01A-11R-A42C-07	THYM (TCGA)
TCGA-3G-AB19-01A-21R-A42C-07	THYM (TCGA)
TCGA-3Q-A9WF-01A-11R-A42C-07	THYM (TCGA)
TCGA-3S-A8YW-01A-11R-A42C-07	THYM (TCGA)
TCGA-3S-AAYX-01A-11R-A42C-07	THYM (TCGA)
TCGA-3T-AA9L-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QI-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QJ-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QL-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QM-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QN-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QR-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QS-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QT-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QU-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QW-01A-11R-A42C-07	THYM (TCGA)
TCGA-4V-A9QX-01A-11R-A42C-07	THYM (TCGA)
TCGA-4X-A9F9-01A-11R-A42C-07	THYM (TCGA)
TCGA-4X-A9FA-01A-11R-A42C-07	THYM (TCGA)
TCGA-4X-A9FB-01A-11R-A42C-07	THYM (TCGA)
TCGA-4X-A9FC-01A-11R-A42C-07	THYM (TCGA)
TCGA-4X-A9FD-01A-11R-A42C-07	THYM (TCGA)
TCGA-5G-A9ZZ-01A-31R-A42C-07	THYM (TCGA)
TCGA-5K-AAAP-01A-11R-A42C-07	THYM (TCGA)
TCGA-5U-AB0D-01A-11R-A42C-07	THYM (TCGA)
TCGA-5U-AB0E-01A-11R-A42C-07	THYM (TCGA)
TCGA-5U-AB0F-01A-11R-A42C-07	THYM (TCGA)
TCGA-5V-A9RR-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8D6-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8D7-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8D8-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8D9-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8DB-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8DD-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8DE-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8DF-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8DG-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8DJ-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8M0-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8M1-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8M3-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8M4-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8M5-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8M6-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8M7-01A-11R-A42C-07	THYM (TCGA)
TCGA-X7-A8M8-01A-11R-A42C-07	THYM (TCGA)
